dataset_id,last_name,given_name,ORCID,affiliation,additional_role
ABRS_1981,Gallagher,Rachael,0000-0002-4680-8115,"Hawkesbury Institute for the Environment, Western Sydney University, Australia",
ABRS_2022,Coleman,David,0000-0002-1773-6597,"Evolution & Ecology Research Centre, School of Biological, Earth, and Environmental Sciences, UNSW Sydney, Australia",contact
ABRS_2023,Coleman,David,0000-0002-1773-6597,"Evolution & Ecology Research Centre, School of Biological, Earth, and Environmental Sciences, UNSW Sydney, Australia",contact
Ahrens_2019,Ahrens,Collin W.,0000-0002-0614-9928,"Hawkesbury Institute for the Environment, Western Sydney University, Australia",contact
Ahrens_2019,Rymer,Paul D.,0000-0003-0988-4351,"Hawkesbury Institute for the Environment, Western Sydney University, Australia",
Ahrens_2019,Mazanec,Richard,0000-0002-4332-887X,"Biodiversity and Conservation Science, Department of Biodiversity, Conservation and Attractions, WA, Australia",
ANBG_2019,Guja,Lydia,0000-0001-5945-438X,"Centre for Australian National Biodiversity Research (a joint venture between Parks Australia and CSIRO), Canberra, ACT, Australia",contact
ANBG_2019,Clinton,Brook,,"Centre for Australian National Biodiversity Research (a joint venture between Parks Australia and CSIRO), Canberra, ACT, Australia",
ANBG_2019,North,Tom,,"Centre for Australian National Biodiversity Research (a joint venture between Parks Australia and CSIRO), Canberra, ACT, Australia",
ANBG_2019,Fuchs,Anne,0000-0001-5737-8803,"Centre for Australian National Biodiversity Research (a joint venture between Parks Australia and CSIRO), Canberra, ACT, Australia",
Andrew_2022,Andrew,Samuel,0000-0003-4589-2746,"CSIRO Land and Water, Australia",
Andrew_2022,Arnold,Pieter,0000-0002-6158-7752,"The Australian National University, Australia",contact
Angevin_2011,Angevin,Tara,,"La Trobe University, Australia",contact
Angevin_2011,Morgan,John,0000-0003-2003-5983,"La Trobe University, Australia",
Apgaua_2015,Apgaua,Deborah,0000-0002-6303-6989,"Centre for Rainforest Studies, School for Field Studies, Yungaburra, Queensland 4872, Australia",contact
Apgaua_2015,Tng,David Yue Phin Jeremiah-Seok,0000-0001-5135-0922,"Centre for Rainforest Studies, School for Field Studies, Yungaburra, Queensland 4872, Australia",
Apgaua_2015,Laurance,Susan,0000-0002-2831-2933,"James Cook University, Australia",
Apgaua_2017,Apgaua,Deborah,0000-0002-6303-6989,"Centre for Rainforest Studies, School for Field Studies, Yungaburra, Queensland 4872, Australia",contact
Apgaua_2017,Tng,David Yue Phin Jeremiah-Seok,0000-0001-5135-0922,"Centre for Rainforest Studies, School for Field Studies, Yungaburra, Queensland 4872, Australia",
Apgaua_2017,Laurance,Susan,0000-0002-2831-2933,"James Cook University, Australia",
Arnold_2021,Arnold,Pieter,0000-0002-6158-7752,"The Australian National University, Australia",contact
Arnold_2021,Nicotra,Adrienne,0000-0001-6578-369X,"The Australian National University, Australia",
Arnold_2022,Arnold,Pieter,0000-0002-6158-7752,"The Australian National University, Australia",contact
Arnold_2022,Nicotra,Adrienne,0000-0001-6578-369X,"The Australian National University, Australia",
Arnold_2024,Arnold,Pieter,0000-0002-6158-7752,"The Australian National University, Australia",contact
Arnold_2024,Nicotra,Adrienne,0000-0001-6578-369X,"The Australian National University, Australia",
Atkinson_2020,Atkinson,Joe,0000-0001-9232-4421,"Evolution & Ecology Research Centre, School of Biological, Earth, and Environmental Sciences, UNSW Sydney, Australia",contact
Atkinson_2020_2,Atkinson,Joe,0000-0001-9232-4421,"Evolution & Ecology Research Centre, School of Biological, Earth, and Environmental Sciences, UNSW Sydney, Australia",contact
ATRP_2020,Coleman,David,0000-0002-1773-6597,"Evolution & Ecology Research Centre, School of Biological, Earth, and Environmental Sciences, UNSW Sydney, Australia",contact
Auld_2000,Auld,Tony,0000-0002-8766-2829,"NSW Department of Planning Industry and Environment, Australia",
Baker_2019,Baker,Andrew,0000-0002-0658-3767,"Southern Cross University, Australia",contact
Barrett_2009,Barrett,Sarah,0000-0003-2790-992X,"Western Australia Department of Biodiversity, Conservation and Attractions",
Bean_1997,Bean,Anthony,0000-0001-5697-1664,"Queensland Herbarium, Australia",contact
Bebawi_2015,Bebawi,Faiz,0000-0002-3935-3888,"Tropical Weeds Research Centre, Queensland",
Benwell_2024,Benwell,Andrew,0009-0001-6386-1110,"Ecos Environmental Pty Ltd, 3 Short Street, New Brighton, NSW 2483, Australia",
Blackman_2010,Blackman,Chris,0000-0002-7057-956X,"University of Tasmania, Australia",contact
Blackman_2010,Brodribb,Timothy,0000-0002-4964-6107,"University of Tasmania, Australia",
Blackman_2010,Jordan,Gregory,0000-0002-6033-2766,"University of Tasmania, Australia",
Blackman_2019,Blackman,Chris,0000-0002-7057-956X,"University of Tasmania, Australia",contact
Blackman_2023,Blackman,Chris,0000-0002-7057-956X,"University of Tasmania, Australia",contact
Bloomfield_2018,Bloomfield,Keith,0000-0002-6492-4507,"Imperial College, London, United Kingdom",
Bloomfield_2018,Atkin,Owen,0000-0003-1041-5202,"The Australian National University, Australia",contact
Bourne_2017,Bourne,Aimee E.,,"Hawkesbury Institute for the Environment, Western Sydney University, Australia",
Bourne_2017,Choat,Brendan,0000-0002-9105-640X,"Hawkesbury Institute for the Environment, Western Sydney University, Australia",contact
Bradshaw_2022,Bradshaw,Holly,,"University of South Australia, Australia",
Bradshaw_2022,Guerin,Greg,0000-0002-2104-6695,"School of Biological Sciences, The University of Adelaide, Australia",contact
Bragg_2002,Bragg,Jason,0000-0002-7621-7295,"Research Centre for Ecosystem Resilience, Australian Institute of Botanical Science, Royal Botanic Gardens and Domain Trust, Sydney, Australia",contact
Bragg_2002,Westoby,Mark,0000-0001-7690-4530,"Department of Biological Sciences, Macquarie University, Australia",
Briggs_2010,Briggs,Amber,0000-0001-5933-1064,unknown,
Briggs_2010,Morgan,John,0000-0003-2003-5983,"La Trobe University, Australia",contact
Britton_1994,Britton,Delny L.,,"University of New England, Australia",
Brock_1993,Brock,John,,unknown,
Brodribb_2000,Brodribb,Timothy,0000-0002-4964-6107,"Department of Plant Science, University of Tasmania",
Bryant_2021,Bryant,Callum,0000-0002-8035-9157,"The Australian National University, Australia",contact
Bryant_2021,Ball,Marilyn,0000-0001-9170-940X,"The Australian National University, Australia",
Bryant_2021_2,Bryant,Callum,0000-0002-8035-9157,"The Australian National University, Australia",contact
Bryant_2021_2,Ball,Marilyn,0000-0001-9170-940X,"The Australian National University, Australia",
Bryant_2021_3,Bryant,Callum,0000-0002-8035-9157,"The Australian National University, Australia",contact
Bryant_2021_3,Ball,Marilyn,0000-0001-9170-940X,"The Australian National University, Australia",
Bryant_2024,Bryant,Callum,0000-0002-8035-9157,"The Australian National University, Australia",contact
Bryant_2024,Ball,Marilyn,0000-0001-9170-940X,"The Australian National University, Australia",
Buckton_2019,Buckton,Genevieve,,"James Cook University, Australia",
Buckton_2019,Cernusak,Lucas,0000-0002-7575-5526,"College of Science and Engineering, James Cook University, Cairns, QLD, Australia",contact
Burrows_2001,Burrows,Geoff,,"Charles Sturt University, Australia",contact
Burrows_2008,Burrows,Neil,0000-0001-8689-564X,"Biodiversity and Conservation Science, Department of Biodiversity, Conservation and Attractions, WA, Australia",
Burrows_2008_2,Burrows,Neil,0000-0001-8689-564X,"Biodiversity and Conservation Science, Department of Biodiversity, Conservation and Attractions, WA, Australia",
